osm_id,osm_type,lat,lon,aeroway,highway,addr:state,ele,fixme,gnis:feature_id,name,wikidata,FAA:LFSN,faa,lit,start_date,surface,addr:city,addr:housenumber,addr:postcode,addr:street,ref,access,opening_hours,website,historic,note,alt_name,disused,operator,aerodrome:type,iata,icao,owner,source,wikipedia,phone,faa:lid,designation,name:etymology:wikidata,area,created_by,rooftop,abandoned,description,source_ref,operator:type,emergency,old_name,location,length,width,maxrotordiameter,maxweight,source:name,source:ref,elevation,building:part,height,layer,source:geometry,official_name,Manager,Owner,diameter,club,operator:wikidata,operator:wikipedia,landuse,gnis:ftype,owner:wikidata,image,addr:country,healthcare,name:signed,type
1042150288,node,40.7420998,-73.4213028,helipad,,,,,,One Ten Heliport,,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042150289,node,41.548552,-74.468497,helipad,,,,,,Tetz Landing Heliport,Q61676067,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042150638,node,40.9627991,-72.4567032,helipad,,,,,,Robins Island South Heliport,Q61676456,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151016,node,41.5719253,-75.5060614,helipad,,,,,,Hendrick Landing Area Heliport,Q61724454,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151056,node,40.8209,-76.1621017,helipad,,,,,,Sci-Mahanoy Heliport,Q61712420,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151134,node,41.030899,-75.7785034,helipad,,,,,,Cranes-N-Lifts Inc Heliport,Q61712841,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151151,node,41.945,-78.672156,helipad,,,,,,University Of Pitt Medical Landing Area Heliport,Q61712122,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151164,node,39.8671989,-75.9336014,helipad,,,,,,Mike's Heliport,Q61712172,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151180,node,40.8376999,-75.697197,helipad,,,,,,Motola's Paving Heliport,Q61712386,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151196,node,40.5260805,-79.8191575,helipad,,,,,,Chero'kee Furko Heliport,Q61712656,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151219,node,40.5357018,-77.3796005,helipad,,,,,,Kint Farm Heliport,Q61712663,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151239,node,41.7820015,-76.8062973,helipad,,,,,,Hilltop Heliport,Q61712789,,PN74,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151269,node,40.9859728,-75.8344393,helipad,,,,,,Tri-County Heliport,Q61712222,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151293,node,40.6114998,-78.3255997,helipad,,,,verify location and existance,,Operations Center Heliport,Q61712100,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042151299,node,41.2640439,-75.924775,helipad,,,,,,Larksville Borough Heliport,,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042152954,node,40.1898003,-75.6151962,helipad,,,,,,Emery Field,,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134407727,node,40.1586622,-75.4634171,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189548634,node,40.6071744,-75.9402872,helipad,,,,,,,,,,no,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400996068,node,42.6540873,-73.8039758,helipad,,,,Helipad markings not visible on 2019 imagery,,St. Peter's - Helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453703738,node,40.1400691,-75.1815734,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927135878,node,40.6134764,-74.2441327,helipad,,,,,,Core Helicopters,,,,,,,,,,,,,,,,,Core Heli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934552781,node,41.5113528,-74.2594895,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939334663,node,41.1026584,-73.7255538,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939334848,node,41.102797,-73.7250995,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987642903,node,41.4061307,-74.4689396,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058684154,node,39.3149202,-76.7634226,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377448010,node,39.8129332,-75.4096525,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394011221,node,40.5960544,-73.4990693,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421397157,node,41.448171,-74.3645427,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467229825,node,39.5304153,-75.8132645,helipad,,,,does this exist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550972194,node,41.175488,-75.8804841,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574650505,node,39.6314176,-74.772782,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669542293,node,40.9881546,-74.3008975,helipad,,,,,,Riverdale Armory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696775372,node,42.0745251,-74.4587285,helipad,,,,,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941283692,node,40.5267076,-80.1833656,helipad,,,,,,Valley Ambulance Landing Zone,,,,,,,,,,,,,,,,,,,,,,,,BING,,,,Helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009152242,node,40.4810933,-74.3197903,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111943296,node,41.0792312,-74.3076658,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120355505,node,40.7879401,-72.7487663,helipad,,,,,,U.S. Coast Guard - Station Moriches,,,,,,,,,,,,,,,,,,,U.S. Coast Guard,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149509907,node,41.8289627,-71.4137873,helipad,,,,,,Capital Center Heliport,,,,,,,,,,,,,,,,,,,,,,,,http://ourairports.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222746436,node,40.8243527,-76.1961265,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273566460,node,40.8912698,-73.3090308,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364810143,node,40.7693751,-76.3313834,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420017302,node,40.3630664,-75.3290976,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625911587,node,39.6460571,-77.4687779,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782267953,node,41.3708184,-74.6167352,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881286108,node,41.283893,-76.1415082,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447535291,node,42.1999816,-71.3267216,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455292085,node,40.690582,-72.9889552,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951911398,node,41.5606341,-75.2656467,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171046188,node,41.8009253,-74.736226,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699999657,node,40.650591,-75.2877207,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779516307,node,39.6543821,-74.7939588,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920944396,node,40.644548,-74.0298887,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315359979,node,40.6000565,-73.5039751,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584316621,node,39.8585317,-75.3195347,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584316622,node,39.8587753,-75.3189123,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584316623,node,39.8586594,-75.3201417,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653060251,node,42.1700669,-72.3410532,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821948162,node,41.5059474,-71.310912,helipad,,,,,,Malbone Estate Heliport,Q61724524,,2RI7,no,,grass,,,,,2RI7,,,,,,,,,,,,,,,,,,Q431869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821952598,node,41.542053,-71.2356754,helipad,,,,,,Vaucluse Farm Heliport,Q61724525,,29RI,no,,grass,,,,,29RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833638866,node,40.6051839,-74.0217491,helipad,,,,,,Taylor Field Heliport at Fort Hamilton,Q61676080,,,,,grass,,,,,93NY,,,,,,,,United States Army Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836394705,node,39.1835951,-75.5247741,helipad,,,,,,Dover Downs Helistop,Q35252918,,,yes,,grass,,,,,DE03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836734234,node,41.793139,-73.0498673,helipad,,,,,,Silo Heliport,Q61671651,02829.19*H,07CT,no,2018-05,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836734249,node,41.8548801,-71.928467,helipad,,,,,,Quiet Corner Heliport,Q61671681,02883.*H,31CT,no,2009-03,grass,,,,,31CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881772545,node,41.9059514,-69.9774228,helipad,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251072694,node,42.1287403,-71.485191,helipad,,,,,,Army National Guard Heliport,Q61672860,,MA46,no,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251072695,node,39.9662142,-75.4546191,helipad,,,,,,US Army Reserve Center Heliport,Q61712223,,36PN,no,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256402787,node,41.0575682,-74.1829043,helipad,,,,,,Bergen County Police & Fire Academy Heliport,Q61675723,,21NJ,no,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256402969,node,39.9965,-75.2181667,helipad,,,,,,State Police Area Six Heliport,Q61712629,,9PA6,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390126409,node,41.6346107,-70.9201596,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270675115,node,41.5905739,-70.4749501,helipad,,,,,,,Q61672852,09064.*H,41MA,,2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027631005,node,41.6282733,-74.6908763,helipad,,,,,,Monticello Motor Club Estates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833016463,node,39.8417435,-79.9581116,helipad,,PA,362,check location,1213707,Lee Norse Number Five Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11171539457,node,41.2551896,-70.0662377,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11195288681,node,42.5851249,-70.9199761,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11195288682,node,42.5850788,-70.9202211,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238554849,node,41.4471065,-74.362225,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449956765,node,39.7992559,-74.205475,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11834880560,node,42.0182572,-72.5818019,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12015951900,node,42.1164404,-72.5422409,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12015951901,node,42.1162745,-72.5420074,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12097784433,node,41.6589673,-74.6505292,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12200309870,node,42.4695304,-76.5362196,helipad,,,,,,Cayuga Medical Center heliport,Q61676244,,NY32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12222922258,node,42.004172,-71.1984578,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12500129864,node,41.4931138,-74.1042018,heliport,,,,,,Independent Heliport,,,T27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998682,node,41.9341881,-72.6768212,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998683,node,41.9337504,-72.6764756,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998693,node,41.9440879,-72.6765876,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998694,node,41.9441278,-72.6761048,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998695,node,41.9441518,-72.6755469,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998696,node,41.9441358,-72.6748281,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998697,node,41.9450535,-72.6747315,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998698,node,41.9453169,-72.6744848,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998699,node,41.9455323,-72.6741629,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588998700,node,41.9444071,-72.6756864,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12589009401,node,41.944447,-72.6748924,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12594446694,node,41.7321497,-71.4271908,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12599797142,node,39.1864124,-76.6606842,helipad,,,,,,Helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13393151570,node,39.0713879,-78.9311163,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13393156909,node,40.8450873,-75.6723215,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13809720555,node,42.2214157,-78.2833138,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32605482,way,40.3727847,-74.5174078,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34138754,way,40.0477749,-76.3035826,helipad,,,,,,Lancaster General Hospital Heliport,Q61712366,,5PS1,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35394494,way,40.0649547,-76.3519079,helipad,,,,,,,Q61712367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37507960,way,42.8771674,-71.3153391,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esri 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45056003,way,41.3990522,-75.6431506,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47004010,way,38.9996233,-77.0956631,helipad,,,,,,Walter Reed National Medical Center Heliport,Q61672973,,,no,,concrete,,,,,60MD,,,,,,,,US Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51985657,way,42.6101728,-70.6598387,helipad,,,1,,,USCG Heliport,Q61672816,08932.*H,MA42,,1973-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52136451,way,39.3265799,-76.4202901,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53787518,way,42.4521361,-70.9654611,helipad,,MA,4,,619098,Gear Plant Heliport,Q61672844,09040.*H,3MA7,,1987-02,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79658276,way,38.9628242,-77.3639577,helipad,,,,,,Reston Hospital Center Heliport,Q61725535,,43VA,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82288058,way,39.4765515,-76.6547604,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83415447,way,42.6376239,-70.5765421,helipad,,,,,,Coast Guard Heliport,,,,,,wood,,,,,,,,https://thacherisland.org/visit-us/#map,,,,,,,,,,,,,,,,,,,,The Coast Guard built this Helipad made of large timbers in 1987. It was used to ferry materials and supplies as well as for emergency situations. It is still in use today.,https://home1.nps.gov/nhl/find/statelists/ma/CapeAnn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100491938,way,42.2663414,-71.7975757,helipad,,,,,,Worcester Medical Center Heliport,Q61672950,,42MA,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113963170,way,39.212508,-76.6735939,helipad,,MD,53,,595314,Maritime Institute Heliport,Q61673062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115346784,way,39.0864335,-76.7623445,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119777079,way,40.7752222,-73.6998507,helipad,,,,,978130,North Shore University Hospital Nr 2 Heliport,,,6NK3,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121552376,way,40.2651169,-76.6751661,helipad,,,,,1193903,Hershey Medical Center Helipad,Q49747700,,64PN,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124329465,way,40.4950705,-80.0107785,helipad,,,,,,WPXI-TV Evergreen Road Heliport,Q61712654,,,,,,,,,,PA63,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129394922,way,39.4163679,-76.6797981,helipad,,,95,,,Brooklandville Heliport,Q61672977,,5MD1,,,concrete,,,,,,private,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131541347,way,41.1589661,-73.2137187,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132056517,way,39.9870534,-75.4159214,helipad,,,,,,SAP America Heliport,Q61712569,,,,,,,,,,,,,,,,,,,,,,,ourairports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132470791,way,41.216813,-73.2557231,heliport,,,,,,General Electric Heliport,Q61671637,02812.*H,CT41,yes,1974-03,asphalt,,,,,,,,,,,,,General Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133114527,way,41.0464474,-73.9536622,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133116507,way,41.2109472,-73.9697793,helipad,,,,,,Haverstraw Heliport,,,,yes,,asphalt,,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135427543,way,39.5601793,-78.8404862,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144680728,way,41.9811979,-76.5207386,helipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146837481,way,42.6891725,-74.9213967,helipad,,,,,,Bassett Heliport,Q61676133,,3NK2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147078937,way,39.2148174,-76.8869182,helipad,,MD,,,595261,Howard County General Hospital Heliport,Q61673002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
